userId,movieTitle
34916,"Spider-Man: Brand New Day (2026)"
34916,"The Odyssey (2026)"
34917,"The Odyssey (2026)"
34918,"The Message (1976)"
34919,"The Message (1976)"
597,"Spider-Man: Brand New Day (2026)"
610,"Heat (1995) (1995)"
610,"The Odyssey (2026)"
